URL,Product Name,Keywords
"https://7bonkers.com/products/cur114-chic-curren-8097-square-dial-calendar-display-leather-wrist-watch-with-strips-hour-marks-for-men-black","Men's Black Square Curren Leather Watch (Black 4cm Dial) - 8097 - CUR114","men's watch, leather watch, square dial watch, black watch, curren watch"
"https://7bonkers.com/products/cur103-fashion-waterproof-curren-chronometer-watch-w-black-dial-date-display-silver","Curren Quartz Men's Stainless Steel Waterproof Chronograph (Black 4.6cm Dial) - CUR103","men's stainless steel watch, waterproof chronograph, black dial, quartz movement, 7bonkers product"
"https://7bonkers.com/products/cur102-fashion-waterproof-curren-chronometer-watch-w-date-special-hour-marks-black","Curren Quartz Men's Stainless Steel Chronograph (Black/Red 4.5cm Dial) - CUR102","men's stainless steel chronograph, quartz watch, black and red dial, 4.5cm dial size, 7bonkers product"
"https://7bonkers.com/products/curren-blanche-unique-design-ladies-watch-dial-3-2cm-cur-179","Curren ""Blanche"" Unique Design Ladies Watch (Dial 3.2cm) - CUR 179","ladies_watch, unique_design, curren_blanche, dial_3.2cm, 7bonkers_product"
"https://7bonkers.com/products/cur105-fashion-waterproof-curren-chronometer-watch-w-black-dial-date-display-black","Curren Men's Black Stainless Steel Waterproof Chronograph (Black 4.6cm Dial) - CUR105","men's chronograph, stainless steel watch, waterproof watch, black dial watch, affordable watch"
"https://7bonkers.com/products/cur052-curren-men-s-wrist-watch-with-rhinestone-waterproof-numerals-hour-marks-silver-case-black-steel-band","Curren Quartz Men's Black Waterproof Watch with Rhinestone Accents (Black 4.5cm Dial) - CUR052","men's watch, waterproof, quartz, rhinestone accents, 7bonkers"
"https://7bonkers.com/products/curren-womens-faux-leather-band-watch-dial-4-2cm-cur-146","Curren Women's Faux Leather Band Watch (Dial 4.2cm) - CUR 146","womens_watch, faux_leather_band, 4.2cm_dial, curren_watch, 7bonkers"
"https://7bonkers.com/products/curren-blue-band-watch-dial-4-4cm-cur-169","Curren Blue Band Watch (Dial 4.4cm) - CUR 169","watch, curren blue band, dial 4.4cm, affordable, 7bonkers"
"https://7bonkers.com/products/cur056-curren-men-s-wrist-watch-with-japan-movt-silver-steel-watchband","Curren Stainless Steel Men's Watch (White 4.2cm Dial) - CUR056","stainless_steel_watch, men_watch, white_dial, curren_brand, 7bonkers_store"
"https://7bonkers.com/products/cur104-fashion-waterproof-curren-chronometer-watch-w-calendar-and-blue-hour-marks","Curren Quartz Men's Black Stainless Steel Waterproof Chronograph with Cobalt Markings (Black 4.5cm Dial) - CUR104","men's quartz watch, stainless steel chronograph, waterproof watch, black dial cobalt markings, affordable watch"
"https://www.acegolfs.com/products/more-than-basic-ruffle-sleeve-polo-top-upf50-s17553225-royal-blue?variant=48474025165052","More Than Basic Ruffle Sleeve Polo Top UPF50+","polo_top, ruffle_sleeve, upf50_protection, casual_wear, men_womens"
"https://acegolfs.com/products/pretty-feminine-pullover-upf50-s9702515-pink/product.json","Pretty Feminine Pullover UPF50+","feminine, pullover, upf50+, clothing, sunprotection"
"https://www.acegolfs.com/products/more-than-basic-ultra-soft-hidden-drawstring-cuff-pants-s10677344-khaki?variant=48154337640700","UltraSoft Stretch Hidden Drawstring Cuff Pants","pants, ultrasonic, stretch, drawstring cuff, hidden drawstring"
"https://acegolfs.com/products/basic-16inch-skorts-upf50-s9718893-white/product.json","Basic 16 Inch High Waist Skort UPF50+","highwaist, skort, upf50plus, 16inch, sportswear"
"https://www.acegolfs.com/products/basic-19inch-skorts-upf50-white-s9746399?variant=45630238949628","Basic 19 Inch High Waist Skort UPF50+","highwaist, skort, upf50+, activewear, 19inch"
"https://www.acegolfs.com/products/pretty-feminine-pullover-upf50-s9702515-purple?variant=47805307355388","Pretty Feminine Pullover UPF50+","feminine pullover, upf50+, clothing, pullover, sun protection"
"https://acegolfs.com/products/ultrasoft-long-sleeve-trimmed-jacket-s12653326-dark-green/product.json","UltraSoft Long Sleeve Trimmed Jacket","ultrasoft, longsleeve, trimmedjacket, outerwear, apparel"
"https://www.acegolfs.com/products/ultrasoft-long-sleeve-trimmed-jacket-s12653326-pink?variant=48385840087292","UltraSoft Long Sleeve Trimmed Jacket","ultrasoft, longsleeve, trimmedjacket, outerwear, discount"
"https://www.acegolfs.com/products/more-than-basic-ruffle-golf-jacket-sun-protection-s16896722-dark-green?variant=47805172580604","More Than Basic Ruffle Golf Jacket Sun Protection","golf jacket, sun protection, ruffle design, athletic wear, outdoor clothing"
"https://artisancutlery.net/products/artisan-cutlery-megahawk-atz-1809g-s35vn-blade-titanium-handle-folding-knives","Artisan Cutlery Megahawk ATZ-1809G S35VN Blade Titanium Handle Folding Knives","artisan_cutlery, s35vn_blade, titanium_handle, folding_knife, everyday_carry"
"https://artisancutlery.net/products/artisan-cutlery-classic-atz-1802gd-damascus-blade-g10-handle-folding-knives","Artisan Cutlery Classic ATZ-1802GD Damascus Blade G10 Handle Folding Knives","edc, damascus_blade, g10_handle, folding_knife, artisan_cutlery"
"https://artisancutlery.net/products/artisan-cutlery-classic-atz-1802g-s35vn-blade-g10-handle-folding-knives","Artisan Cutlery Classic ATZ-1802G S35VN Blade G10 Handle Folding Knives","artisan_cutlery, s35vn_blade, g10_handle, folding_knife, high_quality"
"https://artisancutlery.net/products/artisan-cutlery-osprey-atz-1803g-s35vn-blade-titanium-tc4-handle-folding-knives","Artisan Cutlery Osprey ATZ-1803G S35VN Blade Titanium TC4 Handle Folding Knives","artisan_cutlery, folding_knife, s35vn_blade, titanium_handle, edc_upgrade"
"https://artisancutlery.net/products/artisancutlery-gift-card","Artisancutlery Gift Card","gift_card, artisancutlery, knife_enthusiasts, blades, effortless_gifting"
"https://artisancutlery.net/products/artisan-cutlery-hoverwing-atz-1801g-m390-blade-titanium-tc4-handle-folding-knives","Artisan Cutlery Hoverwing ATZ-1801G M390 Blade Titanium TC4 Handle Folding Knives","artisan_cutlery, hoverwing_knives, m390_blade, titanium_handle, folding_knives"
"https://artisancutlery.net/products/artisan-cutlery-s-waistline-atz-1805g-s35vn-blade-titanium-handle-folding-knives","Artisan Cutlery S Waistline ATZ-1805G S35VN Blade Titanium Handle Folding Knives","artisan_cutlery, folding_knife, s35vn_blade, titanium_handle, stunning_design"
"https://artisancutlery.net/products/zumwaltatz-1808gs35vn","Zumwalt(ATZ-1808G)S35VN","knife, artisan_cutlery, titanium_handle, drop_point_blade, aesthetics_craftsmanship"
"https://artisancutlery.net/products/artisan-cutlery-tomahawk-atz-1815g-s35vn-blade-titanium-handle-folding-knives","Artisan Cutlery Tomahawk ATZ-1815G S35VN Blade Titanium Handle Folding Knives","artisancutlery, tomahawk, s35vnblade, titaniumhandle, foldingknife"
